"dbms"	"TABLE_SCHEMA"	"TABLE_NAME"	"COLUMN_NAME"	"ORDINAL_POSITION"	"DATA_TYPE"	"CHARACTER_MAXIMUM_LENGTH"	"CONSTRAINT_TYPE"	"REFERENCED_TABLE_SCHEMA"	"REFERENCED_TABLE_NAME"	"REFERENCED_COLUMN_NAME"
"mysql"	"performance_schema"	"host_cache"	"COUNT_DEFAULT_DATABASE_ERRORS"	"22"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_FCRDNS_ERRORS"	"11"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_FORMAT_ERRORS"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_HANDSHAKE_ERRORS"	"15"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_HOST_ACL_ERRORS"	"12"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_HOST_BLOCKED_ERRORS"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_INIT_CONNECT_ERRORS"	"23"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_LOCAL_ERRORS"	"24"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_MAX_USER_CONNECTIONS_ERRORS"	"20"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_MAX_USER_CONNECTIONS_PER_HOUR_ERRORS"	"21"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_NAMEINFO_PERMANENT_ERRORS"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_NAMEINFO_TRANSIENT_ERRORS"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_NO_AUTH_PLUGIN_ERRORS"	"13"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_PROXY_USER_ACL_ERRORS"	"17"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_PROXY_USER_ERRORS"	"16"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_SSL_ERRORS"	"19"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"COUNT_UNKNOWN_ERRORS"	"25"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"FIRST_ERROR_SEEN"	"28"	"timestamp"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"FIRST_SEEN"	"26"	"timestamp"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"HOST"	"2"	"varchar"	"255"	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"HOST_VALIDATED"	"3"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"LAST_ERROR_SEEN"	"29"	"timestamp"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"LAST_SEEN"	"27"	"timestamp"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"host_cache"	"SUM_CONNECT_ERRORS"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"mutex_instances"	"LOCKED_BY_THREAD_ID"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"mutex_instances"	"NAME"	"1"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"objects_summary_global_by_type"	"AVG_TIMER_WAIT"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"objects_summary_global_by_type"	"COUNT_STAR"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"objects_summary_global_by_type"	"MAX_TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"objects_summary_global_by_type"	"MIN_TIMER_WAIT"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"objects_summary_global_by_type"	"SUM_TIMER_WAIT"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"performance_timers"	"TIMER_FREQUENCY"	"2"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"performance_timers"	"TIMER_NAME"	"1"	"enum"	"11"	\N	\N	\N	\N
"mysql"	"performance_schema"	"performance_timers"	"TIMER_OVERHEAD"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"performance_timers"	"TIMER_RESOLUTION"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"rwlock_instances"	"NAME"	"1"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"rwlock_instances"	"READ_LOCKED_BY_COUNT"	"4"	"int"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"rwlock_instances"	"WRITE_LOCKED_BY_THREAD_ID"	"3"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_actors"	"ENABLED"	"4"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_actors"	"HISTORY"	"5"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_consumers"	"ENABLED"	"2"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_instruments"	"DOCUMENTATION"	"6"	"longtext"	"4294967295"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_instruments"	"ENABLED"	"2"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_instruments"	"PROPERTIES"	"4"	"set"	"49"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_instruments"	"TIMED"	"3"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_instruments"	"VOLATILITY"	"5"	"int"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_objects"	"ENABLED"	"4"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_objects"	"TIMED"	"5"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_threads"	"DOCUMENTATION"	"6"	"longtext"	"4294967295"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_threads"	"ENABLED"	"2"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_threads"	"HISTORY"	"3"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_threads"	"PROPERTIES"	"4"	"set"	"14"	\N	\N	\N	\N
"mysql"	"performance_schema"	"setup_threads"	"VOLATILITY"	"5"	"int"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"AVG_TIMER_DELETE"	"38"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"AVG_TIMER_FETCH"	"23"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"AVG_TIMER_INSERT"	"28"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"AVG_TIMER_READ"	"13"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"AVG_TIMER_UPDATE"	"33"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"AVG_TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"AVG_TIMER_WRITE"	"18"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"COUNT_DELETE"	"35"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"COUNT_FETCH"	"20"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"COUNT_INSERT"	"25"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"COUNT_READ"	"10"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"COUNT_STAR"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"COUNT_UPDATE"	"30"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"COUNT_WRITE"	"15"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MAX_TIMER_DELETE"	"39"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MAX_TIMER_FETCH"	"24"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MAX_TIMER_INSERT"	"29"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MAX_TIMER_READ"	"14"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MAX_TIMER_UPDATE"	"34"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MAX_TIMER_WAIT"	"9"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MAX_TIMER_WRITE"	"19"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MIN_TIMER_DELETE"	"37"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MIN_TIMER_FETCH"	"22"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MIN_TIMER_INSERT"	"27"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MIN_TIMER_READ"	"12"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MIN_TIMER_UPDATE"	"32"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MIN_TIMER_WAIT"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"MIN_TIMER_WRITE"	"17"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"SUM_TIMER_DELETE"	"36"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"SUM_TIMER_FETCH"	"21"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"SUM_TIMER_INSERT"	"26"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"SUM_TIMER_READ"	"11"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"SUM_TIMER_UPDATE"	"31"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"SUM_TIMER_WAIT"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_index_usage"	"SUM_TIMER_WRITE"	"16"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"AVG_TIMER_DELETE"	"37"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"AVG_TIMER_FETCH"	"22"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"AVG_TIMER_INSERT"	"27"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"AVG_TIMER_READ"	"12"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"AVG_TIMER_UPDATE"	"32"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"AVG_TIMER_WAIT"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"AVG_TIMER_WRITE"	"17"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"COUNT_DELETE"	"34"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"COUNT_FETCH"	"19"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"COUNT_INSERT"	"24"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"COUNT_READ"	"9"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"COUNT_STAR"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"COUNT_UPDATE"	"29"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"COUNT_WRITE"	"14"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MAX_TIMER_DELETE"	"38"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MAX_TIMER_FETCH"	"23"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MAX_TIMER_INSERT"	"28"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MAX_TIMER_READ"	"13"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MAX_TIMER_UPDATE"	"33"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MAX_TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MAX_TIMER_WRITE"	"18"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MIN_TIMER_DELETE"	"36"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MIN_TIMER_FETCH"	"21"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MIN_TIMER_INSERT"	"26"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MIN_TIMER_READ"	"11"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MIN_TIMER_UPDATE"	"31"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MIN_TIMER_WAIT"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"MIN_TIMER_WRITE"	"16"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"SUM_TIMER_DELETE"	"35"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"SUM_TIMER_FETCH"	"20"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"SUM_TIMER_INSERT"	"25"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"SUM_TIMER_READ"	"10"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"SUM_TIMER_UPDATE"	"30"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"SUM_TIMER_WAIT"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_io_waits_summary_by_table"	"SUM_TIMER_WRITE"	"15"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_READ"	"12"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_READ_EXTERNAL"	"42"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_READ_HIGH_PRIORITY"	"32"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_READ_NO_INSERT"	"37"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_READ_NORMAL"	"22"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_READ_WITH_SHARED_LOCKS"	"27"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_WAIT"	"7"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_WRITE"	"17"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_WRITE_ALLOW_WRITE"	"47"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_WRITE_CONCURRENT_INSERT"	"52"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_WRITE_EXTERNAL"	"67"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_WRITE_LOW_PRIORITY"	"57"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"AVG_TIMER_WRITE_NORMAL"	"62"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_READ"	"9"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_READ_EXTERNAL"	"39"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_READ_HIGH_PRIORITY"	"29"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_READ_NO_INSERT"	"34"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_READ_NORMAL"	"19"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_READ_WITH_SHARED_LOCKS"	"24"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_STAR"	"4"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_WRITE"	"14"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_WRITE_ALLOW_WRITE"	"44"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_WRITE_CONCURRENT_INSERT"	"49"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_WRITE_EXTERNAL"	"64"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_WRITE_LOW_PRIORITY"	"54"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"COUNT_WRITE_NORMAL"	"59"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_READ"	"13"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_READ_EXTERNAL"	"43"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_READ_HIGH_PRIORITY"	"33"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_READ_NO_INSERT"	"38"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_READ_NORMAL"	"23"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_READ_WITH_SHARED_LOCKS"	"28"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_WAIT"	"8"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_WRITE"	"18"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_WRITE_ALLOW_WRITE"	"48"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_WRITE_CONCURRENT_INSERT"	"53"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_WRITE_EXTERNAL"	"68"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_WRITE_LOW_PRIORITY"	"58"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MAX_TIMER_WRITE_NORMAL"	"63"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_READ"	"11"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_READ_EXTERNAL"	"41"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_READ_HIGH_PRIORITY"	"31"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_READ_NO_INSERT"	"36"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_READ_NORMAL"	"21"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_READ_WITH_SHARED_LOCKS"	"26"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_WAIT"	"6"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_WRITE"	"16"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_WRITE_ALLOW_WRITE"	"46"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_WRITE_CONCURRENT_INSERT"	"51"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_WRITE_EXTERNAL"	"66"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_WRITE_LOW_PRIORITY"	"56"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"MIN_TIMER_WRITE_NORMAL"	"61"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_READ"	"10"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_READ_EXTERNAL"	"40"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_READ_HIGH_PRIORITY"	"30"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_READ_NO_INSERT"	"35"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_READ_NORMAL"	"20"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_READ_WITH_SHARED_LOCKS"	"25"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_WAIT"	"5"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_WRITE"	"15"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_WRITE_ALLOW_WRITE"	"45"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_WRITE_CONCURRENT_INSERT"	"50"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_WRITE_EXTERNAL"	"65"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_WRITE_LOW_PRIORITY"	"55"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"table_lock_waits_summary_by_table"	"SUM_TIMER_WRITE_NORMAL"	"60"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"CONNECTION_TYPE"	"16"	"varchar"	"16"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"HISTORY"	"15"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"INSTRUMENTED"	"14"	"enum"	"3"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"NAME"	"2"	"varchar"	"128"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"PARENT_THREAD_ID"	"12"	"bigint"	\N	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"PROCESSLIST_COMMAND"	"8"	"varchar"	"16"	\N	\N	\N	\N
"mysql"	"performance_schema"	"threads"	"PROCESSLIST_DB"	"7"	"varchar"	"64"	\N	\N	\N	\N
